CID000000143,CID000001775,23
CID000000143,CID000001971,10
CID000000143,CID000001972,17
CID000000143,CID000001978,9
CID000000143,CID000001986,10
CID000000143,CID000002019,2
CID000000143,CID000002022,1
CID000000143,CID000002083,4
CID000000143,CID000002088,6
CID000000143,CID000002118,2
CID000000143,CID000002142,42
CID000000143,CID000002153,9
CID000000143,CID000002156,7
CID000000143,CID000002160,13
CID000000143,CID000002162,1
CID000000143,CID000002171,11
CID000000143,CID000002173,21
CID000000143,CID000002187,41
CID000000143,CID000002244,1
CID000000143,CID000002269,5
CID000000143,CID000002284,10
CID000000143,CID000002311,26
CID000000143,CID000002369,2
CID000000143,CID000002405,3
CID000000143,CID000002471,8
CID000000143,CID000002477,40
CID000000143,CID000002478,23
CID000000143,CID000002520,8
CID000000143,CID000002524,13
CID000000143,CID000002541,9
CID000000143,CID000002550,23
CID000000143,CID000002554,17
CID000000143,CID000002576,5
CID000000143,CID000002585,12
CID000000143,CID000002617,13
CID000000143,CID000002622,20
CID000000143,CID000002650,22
CID000000143,CID000002656,28
CID000000143,CID000002658,18
CID000000143,CID000002662,5
CID000000143,CID000002666,7
CID000000143,CID000002678,1
CID000000143,CID000002713,12
CID000000143,CID000002756,2
CID000000143,CID000002764,4
CID000000143,CID000002786,2
CID000000143,CID000002802,10
CID000000143,CID000002803,9
CID000000143,CID000002806,1
CID000000143,CID000002812,5
CID000000143,CID000002891,19
CID000000143,CID000002895,4
CID000000143,CID000002907,1
CID000000143,CID000002909,20
CID000000143,CID000002955,2
CID000000143,CID000002978,13
CID000000143,CID000003016,8
CID000000143,CID000003032,3
CID000000143,CID000003043,25
CID000000143,CID000003075,3
CID000000143,CID000003108,2
CID000000143,CID000003121,29
CID000000143,CID000003143,1
CID000000143,CID000003148,4
CID000000143,CID000003152,8
CID000000143,CID000003154,7
CID000000143,CID000003157,3
CID000000143,CID000003161,2
CID000000143,CID000003203,7
CID000000143,CID000003222,1
CID000000143,CID000003249,16
CID000000143,CID000003305,6
CID000000143,CID000003325,1
CID000000143,CID000003333,5
CID000000143,CID000003339,13
CID000000143,CID000003345,1
CID000000143,CID000003348,8
CID000000143,CID000003350,3
CID000000143,CID000003355,22
CID000000143,CID000003365,1
CID000000143,CID000003367,23
CID000000143,CID000003386,3
CID000000143,CID000003403,18
CID000000143,CID000003405,1
CID000000143,CID000003440,1
CID000000143,CID000003454,29
CID000000143,CID000003461,4
CID000000143,CID000003463,5
CID000000143,CID000003467,13
CID000000143,CID000003476,7
CID000000143,CID000003478,4
CID000000143,CID000003488,3
CID000000143,CID000003516,26
CID000000143,CID000003559,13
CID000000143,CID000003640,1
CID000000143,CID000003648,4
CID000000143,CID000003652,2
CID000000143,CID000003672,3
CID000000143,CID000003676,17
CID000000143,CID000003690,2
CID000000143,CID000003702,6
CID000000143,CID000003715,5
CID000000143,CID000003746,13
CID000000143,CID000003749,6
CID000000143,CID000003780,8
CID000000143,CID000003793,4
CID000000143,CID000003825,12
CID000000143,CID000003877,6
CID000000143,CID000003883,1
CID000000143,CID000003890,5
CID000000143,CID000003899,3
CID000000143,CID000003929,46
CID000000143,CID000003957,4
CID000000143,CID000003958,1
CID000000143,CID000003961,2
CID000000143,CID000003962,15
CID000000143,CID000004052,2
CID000000143,CID000004075,13
CID000000143,CID000004107,24
CID000000143,CID000004158,33
CID000000143,CID000004170,20
CID000000143,CID000004171,1
CID000000143,CID000004173,3
CID000000143,CID000004205,4
CID000000143,CID000004212,48
CID000000143,CID000004253,3
CID000000143,CID000004409,16
CID000000143,CID000004463,7
CID000000143,CID000004485,3
CID000000143,CID000004509,19
CID000000143,CID000004510,19
CID000000143,CID000004539,4
CID000000143,CID000004583,6
CID000000143,CID000004585,13
CID000000143,CID000004616,19
CID000000143,CID000004634,8
CID000000143,CID000004666,1
CID000000143,CID000004674,18
CID000000143,CID000004812,11
CID000000143,CID000004829,8
CID000000143,CID000004856,32
CID000000143,CID000004873,1
CID000000143,CID000004889,3
CID000000143,CID000004927,2
CID000000143,CID000004943,37
CID000000143,CID000004946,2
CID000000143,CID000004993,3
CID000000143,CID000005002,7
CID000000143,CID000005005,9
CID000000143,CID000005029,2
CID000000143,CID000005035,18
CID000000143,CID000005038,1
CID000000143,CID000005039,1
CID000000143,CID000005073,21
CID000000143,CID000005076,3
CID000000143,CID000005090,4
CID000000143,CID000005095,12
CID000000143,CID000005152,8
CID000000143,CID000005155,7
CID000000143,CID000005184,20
CID000000143,CID000005203,13
CID000000143,CID000005212,4
CID000000143,CID000005215,5
CID000000143,CID000005234,1
CID000000143,CID000005245,1
CID000000143,CID000005253,23
CID000000143,CID000005267,2
CID000000143,CID000005291,7
CID000000143,CID000005372,31
CID000000143,CID000005394,3
CID000000143,CID000005401,10
CID000000143,CID000005408,19
CID000000143,CID000005412,11
CID000000143,CID000005426,14
CID000000143,CID000005496,8
CID000000143,CID000005512,9
CID000000143,CID000005523,9
CID000000143,CID000005544,10
CID000000143,CID000005645,9
CID000000143,CID000005647,2
CID000000143,CID000005650,4
CID000000143,CID000005651,12
CID000000143,CID000005656,5
CID000000143,CID000005672,26
CID000000143,CID000005735,7
CID000000143,CID000005978,1
CID000000143,CID000008953,1
CID000000143,CID000010631,18
CID000000143,CID000019090,4
CID000000143,CID000024486,8
CID000000143,CID000027661,5
CID000000143,CID000028112,14
CID000000143,CID000038904,6
CID000000143,CID000041774,8
CID000000143,CID000054374,8
CID000000143,CID000054454,2
CID000000143,CID000054688,21
CID000000143,CID000059708,8
CID000000143,CID000060147,9
CID000000143,CID000060184,10
CID000000143,CID000060198,33
CID000000143,CID000060831,10
CID000000143,CID000060835,18
CID000000143,CID000060843,21
CID000000143,CID000060852,21
CID000000143,CID000060953,17
CID000000143,CID000062924,2
CID000000143,CID000065999,6
CID000000143,CID000068740,19
CID000000143,CID000071616,15
CID000000143,CID000077999,9
CID000000143,CID000087177,1
CID000000143,CID000093860,24
CID000000143,CID000119607,35
CID000000143,CID000123631,10
CID000000143,CID000125889,6
CID000000143,CID000130881,15
CID000000143,CID000147912,6
CID000000143,CID000148192,10
CID000000143,CID000148211,3
CID000000143,CID000150311,3
CID000000143,CID000151165,2
CID000000143,CID000152945,2
CID000000143,CID000176870,7
CID000000143,CID000213039,5
CID000000143,CID000216326,10
CID000000143,CID000443871,9
CID000000143,CID000667490,14
CID000000143,CID003062316,9
CID000000143,CID003468412,4
CID000000143,CID004183806,15
CID000000143,CID004475485,7
CID000000143,CID005311039,26
CID000000143,CID005311297,16
CID000000143,CID005329102,5
CID000000143,CID005353980,3
CID000000143,CID005481350,6
CID000000143,CID006398525,6
CID000000143,CID006447131,7
CID000000158,CID000001983,2
CID000000158,CID000005732,3
CID000000158,CID004183806,4
CID000000159,CID000000772,1
CID000000159,CID000001983,5
CID000000159,CID000002083,5
CID000000159,CID000002088,4
CID000000159,CID000002118,6
CID000000159,CID000002156,11
CID000000159,CID000002160,13
CID000000159,CID000002162,4
CID000000159,CID000002171,1
CID000000159,CID000002244,5
CID000000159,CID000002249,14
CID000000159,CID000002250,1
CID000000159,CID000002265,3
CID000000159,CID000002462,6
CID000000159,CID000002471,4
CID000000159,CID000002550,21
CID000000159,CID000002617,12
CID000000159,CID000002656,14
CID000000159,CID000002666,10
CID000000159,CID000002678,43
CID000000159,CID000002764,18
CID000000159,CID000002771,6
CID000000159,CID000002806,5
CID000000159,CID000002909,7
CID000000159,CID000003003,22
CID000000159,CID000003016,6
CID000000159,CID000003075,6
CID000000159,CID000003108,7
CID000000159,CID000003222,9
CID000000159,CID000003325,6
CID000000159,CID000003345,3
CID000000159,CID000003348,5
CID000000159,CID000003365,20
CID000000159,CID000003382,3
CID000000159,CID000003386,7
CID000000159,CID000003405,3
CID000000159,CID000003440,1
CID000000159,CID000003463,13
CID000000159,CID000003476,3
CID000000159,CID000003488,11
CID000000159,CID000003559,21
CID000000159,CID000003639,6
CID000000159,CID000003640,1
CID000000159,CID000003652,7
CID000000159,CID000003672,6
CID000000159,CID000003746,10
CID000000159,CID000003937,14
CID000000159,CID000003954,1
CID000000159,CID000003957,5
CID000000159,CID000003958,8
CID000000159,CID000003961,8
CID000000159,CID000004075,1
CID000000159,CID000004091,4
CID000000159,CID000004168,5
CID000000159,CID000004170,2
CID000000159,CID000004171,27
CID000000159,CID000004173,28
CID000000159,CID000004178,15
CID000000159,CID000004253,7
CID000000159,CID000004411,42
CID000000159,CID000004485,6
CID000000159,CID000004583,12
CID000000159,CID000004594,1
CID000000159,CID000004595,27
CID000000159,CID000004634,6
CID000000159,CID000004635,9
CID000000159,CID000004679,11
CID000000159,CID000004691,15
CID000000159,CID000004812,67
CID000000159,CID000004894,10
CID000000159,CID000004900,7
CID000000159,CID000004917,10
CID000000159,CID000004927,3
CID000000159,CID000004943,7
CID000000159,CID000004946,11
CID000000159,CID000005029,12
CID000000159,CID000005035,19
CID000000159,CID000005039,10
CID000000159,CID000005203,27
CID000000159,CID000005267,2
CID000000159,CID000005391,8
CID000000159,CID000005496,18
CID000000159,CID000005523,15
CID000000159,CID000005556,18
CID000000159,CID000005650,4
CID000000159,CID000005651,11
CID000000159,CID000005732,3
CID000000159,CID000006691,1
CID000000159,CID000027661,2
CID000000159,CID000041781,8
CID000000159,CID000054454,9
CID000000159,CID000060831,7
CID000000159,CID000062924,13
CID000000159,CID000083786,25
CID000000159,CID000087177,55
CID000000159,CID000125889,5
CID000000159,CID000145068,7
CID000000159,CID000152945,3
CID000000159,CID005311181,7
CID000000159,CID005311297,3
CID000000191,CID000000772,4
CID000000191,CID000000838,73
CID000000191,CID000000853,6
CID000000191,CID000000937,12
CID000000191,CID000001117,14
CID000000191,CID000001983,2
CID000000191,CID000002022,5
CID000000191,CID000002083,24
CID000000191,CID000002156,12
CID000000191,CID000002162,14
CID000000191,CID000002244,7
CID000000191,CID000002249,5
CID000000191,CID000002250,7
CID000000191,CID000002520,12
CID000000191,CID000002585,4
CID000000191,CID000002617,38
CID000000191,CID000002622,6
CID000000191,CID000002656,13
CID000000191,CID000002666,27
CID000000191,CID000002771,11
CID000000191,CID000002803,9
CID000000191,CID000002806,1
CID000000191,CID000002891,7
CID000000191,CID000002909,12
CID000000191,CID000003062,7
CID000000191,CID000003075,10
CID000000191,CID000003222,9
CID000000191,CID000003325,6
CID000000191,CID000003345,20
CID000000191,CID000003365,11
CID000000191,CID000003367,13
CID000000191,CID000003405,1
CID000000191,CID000003440,2
CID000000191,CID000003446,5
CID000000191,CID000003478,14
CID000000191,CID000003510,10
CID000000191,CID000003639,5
CID000000191,CID000003640,6
CID000000191,CID000003672,11
CID000000191,CID000003676,64
CID000000191,CID000003746,3
CID000000191,CID000003883,13
CID000000191,CID000003937,3
CID000000191,CID000003958,30
CID000000191,CID000004053,9
CID000000191,CID000004091,13
CID000000191,CID000004112,12
CID000000191,CID000004159,53
CID000000191,CID000004168,30
CID000000191,CID000004171,1
CID000000191,CID000004173,45
CID000000191,CID000004253,34
CID000000191,CID000004485,24
CID000000191,CID000004510,22
CID000000191,CID000004583,23
CID000000191,CID000004594,2
CID000000191,CID000004635,10
CID000000191,CID000004679,5
CID000000191,CID000004829,18
CID000000191,CID000004873,20
CID000000191,CID000004889,15
CID000000191,CID000004894,8
CID000000191,CID000004943,23
CID000000191,CID000004946,7
CID000000191,CID000005038,7
CID000000191,CID000005039,5
CID000000191,CID000005064,16
CID000000191,CID000005090,24
CID000000191,CID000005203,9
CID000000191,CID000005234,30
CID000000191,CID000005372,7
CID000000191,CID000005394,10
CID000000191,CID000005645,8
CID000000191,CID000005647,11
CID000000191,CID000005650,23
CID000000191,CID000005651,32
CID000000191,CID000005732,26
CID000000191,CID000006691,9
CID000000191,CID000008953,35
CID000000191,CID000027661,19
CID000000191,CID000054454,13
CID000000191,CID000054688,13
CID000000191,CID000060831,15
CID000000191,CID000083786,9
CID000000191,CID000125889,22
CID000000191,CID005311297,17
CID000000206,CID000000453,2
CID000000206,CID000000838,36
CID000000206,CID000000853,17
CID000000206,CID000001117,1
CID000000206,CID000001690,5
CID000000206,CID000001775,13
CID000000206,CID000001971,13
CID000000206,CID000001983,1
CID000000206,CID000002022,8
CID000000206,CID000002083,9
CID000000206,CID000002088,4
CID000000206,CID000002118,5
CID000000206,CID000002160,11
CID000000206,CID000002162,4
CID000000206,CID000002244,3
CID000000206,CID000002249,10
CID000000206,CID000002250,11
CID000000206,CID000002269,15
CID000000206,CID000002474,5
CID000000206,CID000002520,1
CID000000206,CID000002585,4
CID000000206,CID000002622,9
CID000000206,CID000002656,4
CID000000206,CID000002666,3
CID000000206,CID000002764,9
CID000000206,CID000002771,2
CID000000206,CID000002803,3
CID000000206,CID000002806,10
CID000000206,CID000002891,7
CID000000206,CID000002907,2
CID000000206,CID000003003,2
CID000000206,CID000003016,5
CID000000206,CID000003032,10
CID000000206,CID000003062,5
CID000000206,CID000003075,13
CID000000206,CID000003121,12
CID000000206,CID000003203,15
CID000000206,CID000003222,11
CID000000206,CID000003279,15
CID000000206,CID000003325,2
CID000000206,CID000003339,8
CID000000206,CID000003345,1
CID000000206,CID000003348,13
CID000000206,CID000003365,11
CID000000206,CID000003385,9
CID000000206,CID000003405,12
CID000000206,CID000003414,13
CID000000206,CID000003440,2
CID000000206,CID000003446,11
CID000000206,CID000003454,11
CID000000206,CID000003467,12
CID000000206,CID000003488,11
CID000000206,CID000003510,2
CID000000206,CID000003559,5
CID000000206,CID000003640,10
CID000000206,CID000003648,5
CID000000206,CID000003658,14
CID000000206,CID000003661,20
CID000000206,CID000003672,30
CID000000206,CID000003676,1
CID000000206,CID000003706,14
CID000000206,CID000003746,12
CID000000206,CID000003826,2
CID000000206,CID000003877,14
CID000000206,CID000003883,5
CID000000206,CID000003890,37
CID000000206,CID000003929,6
CID000000206,CID000003937,3
CID000000206,CID000003954,24
CID000000206,CID000003961,3
CID000000206,CID000004052,7
CID000000206,CID000004091,25
CID000000206,CID000004159,8
CID000000206,CID000004168,1
CID000000206,CID000004171,15
CID000000206,CID000004173,2
CID000000206,CID000004253,3
CID000000206,CID000004510,13
CID000000206,CID000004513,1
CID000000206,CID000004583,3
CID000000206,CID000004595,1
CID000000206,CID000004609,16
CID000000206,CID000004635,4
CID000000206,CID000004666,7
CID000000206,CID000004679,2
CID000000206,CID000004691,13
CID000000206,CID000004812,7
CID000000206,CID000004873,2
CID000000206,CID000004894,14
CID000000206,CID000004900,21
CID000000206,CID000004917,9
CID000000206,CID000004927,9
CID000000206,CID000004943,7
CID000000206,CID000005002,9
CID000000206,CID000005029,21
CID000000206,CID000005038,7
CID000000206,CID000005039,2
CID000000206,CID000005073,13
CID000000206,CID000005076,14
CID000000206,CID000005090,9
CID000000206,CID000005155,9
CID000000206,CID000005203,20
CID000000206,CID000005212,4
CID000000206,CID000005234,1
CID000000206,CID000005267,3
CID000000206,CID000005391,6
CID000000206,CID000005523,22
CID000000206,CID000005645,15
CID000000206,CID000005651,1
CID000000206,CID000005726,13
CID000000206,CID000005732,5
CID000000206,CID000006691,11
CID000000206,CID000008953,8
CID000000206,CID000019090,2
CID000000206,CID000024486,18
CID000000206,CID000028112,14
CID000000206,CID000038904,7
CID000000206,CID000054374,12
CID000000206,CID000054454,1
CID000000206,CID000054688,13
CID000000206,CID000065999,12
CID000000206,CID000074989,10
CID000000206,CID000083786,19
CID000000206,CID000087177,3
CID000000206,CID000148211,9
CID000000206,CID000150311,14
CID000000206,CID003468412,7
CID000000206,CID005311048,5
CID000000206,CID005311297,6
CID000000206,CID005381226,13
CID000000206,CID006398525,1
CID000000214,CID000000444,3
CID000000214,CID000000772,2
CID000000214,CID000000853,2
CID000000214,CID000001117,9
CID000000214,CID000001302,7
CID000000214,CID000001972,10
CID000000214,CID000001983,3
CID000000214,CID000002022,6
CID000000214,CID000002083,12
CID000000214,CID000002088,22
CID000000214,CID000002160,16
CID000000214,CID000002249,2
CID000000214,CID000002311,1
CID000000214,CID000002405,13
CID000000214,CID000002520,9
CID000000214,CID000002554,16
CID000000214,CID000002585,28
CID000000214,CID000002617,4
CID000000214,CID000002764,4
CID000000214,CID000002771,10
CID000000214,CID000002802,5
CID000000214,CID000002806,10
CID000000214,CID000002891,15
CID000000214,CID000002909,11
CID000000214,CID000003003,11
CID000000214,CID000003016,4
CID000000214,CID000003032,7
CID000000214,CID000003062,8
CID000000214,CID000003075,21
CID000000214,CID000003157,13
CID000000214,CID000003222,2
CID000000214,CID000003308,24
CID000000214,CID000003325,3
CID000000214,CID000003333,18
CID000000214,CID000003345,4
CID000000214,CID000003348,23
CID000000214,CID000003365,8
CID000000214,CID000003386,3
CID000000214,CID000003405,18
CID000000214,CID000003414,16
CID000000214,CID000003440,1
CID000000214,CID000003446,13
CID000000214,CID000003463,5
CID000000214,CID000003478,7
CID000000214,CID000003488,4
CID000000214,CID000003639,14
CID000000214,CID000003661,13
CID000000214,CID000003672,3
CID000000214,CID000003676,9
CID000000214,CID000003702,6
CID000000214,CID000003780,5
CID000000214,CID000003793,19
CID000000214,CID000003821,10
CID000000214,CID000003877,3
CID000000214,CID000003883,1
CID000000214,CID000003911,3
CID000000214,CID000003929,4
CID000000214,CID000003937,2
CID000000214,CID000003957,25
CID000000214,CID000003961,3
CID000000214,CID000004091,3
CID000000214,CID000004112,4
CID000000214,CID000004159,15
CID000000214,CID000004171,4
CID000000214,CID000004192,8
CID000000214,CID000004253,21
CID000000214,CID000004485,6
CID000000214,CID000004506,10
CID000000214,CID000004510,13
CID000000214,CID000004583,10
CID000000214,CID000004594,1
CID000000214,CID000004675,12
CID000000214,CID000004679,29
CID000000214,CID000004740,28
CID000000214,CID000004829,10
CID000000214,CID000004873,11
CID000000214,CID000004885,6
CID000000214,CID000004889,15
CID000000214,CID000004894,9
CID000000214,CID000004900,7
CID000000214,CID000004943,5
CID000000214,CID000004946,12
CID000000214,CID000005038,4
CID000000214,CID000005039,7
CID000000214,CID000005073,16
CID000000214,CID000005076,2
CID000000214,CID000005203,1
CID000000214,CID000005206,9
CID000000214,CID000005212,1
CID000000214,CID000005234,4
CID000000214,CID000005267,1
CID000000214,CID000005372,14
CID000000214,CID000005408,2
CID000000214,CID000005556,25
CID000000214,CID000005645,11
CID000000214,CID000005650,3
CID000000214,CID000005651,10
CID000000214,CID000005656,15
CID000000214,CID000005726,1
CID000000214,CID000005732,12
CID000000214,CID000006691,2
CID000000214,CID000008953,13
CID000000214,CID000027661,15
CID000000214,CID000039765,8
CID000000214,CID000054454,1
CID000000214,CID000060147,26
CID000000214,CID000060612,7
CID000000214,CID000062924,11
CID000000214,CID000071616,18
CID000000214,CID000077999,11
CID000000214,CID000083786,9
CID000000214,CID000110635,1
CID000000214,CID000145068,4
CID000000214,CID000150311,8
CID000000214,CID004475485,12
CID000000271,CID000000444,18
CID000000271,CID000000453,9
CID000000271,CID000000581,16
CID000000271,CID000000598,8
CID000000271,CID000000772,7
CID000000271,CID000000861,18
CID000000271,CID000000937,1
CID000000271,CID000001065,3
CID000000271,CID000001117,19
CID000000271,CID000001302,17
CID000000271,CID000001690,9
CID000000271,CID000001775,9
CID000000271,CID000002019,9
CID000000271,CID000002022,13
CID000000271,CID000002088,9
CID000000271,CID000002153,22
CID000000271,CID000002160,15
CID000000271,CID000002265,1
CID000000271,CID000002269,12
CID000000271,CID000002405,2
CID000000271,CID000002471,1
CID000000271,CID000002520,21
CID000000271,CID000002522,5
CID000000271,CID000002541,2
CID000000271,CID000002550,5
CID000000271,CID000002554,6
CID000000271,CID000002610,16
CID000000271,CID000002617,39
CID000000271,CID000002622,9
CID000000271,CID000002650,9
CID000000271,CID000002656,15
CID000000271,CID000002658,16
CID000000271,CID000002662,8
CID000000271,CID000002666,6
CID000000271,CID000002678,4
CID000000271,CID000002764,6
CID000000271,CID000002771,7
CID000000271,CID000002786,19
CID000000271,CID000002802,3
CID000000271,CID000002812,6
CID000000271,CID000002891,9
CID000000271,CID000002895,24
CID000000271,CID000002907,18
CID000000271,CID000002955,25
CID000000271,CID000003003,6
CID000000271,CID000003016,4
CID000000271,CID000003062,5
CID000000271,CID000003075,5
CID000000271,CID000003121,12
CID000000271,CID000003148,13
CID000000271,CID000003157,5
CID000000271,CID000003249,5
CID000000271,CID000003310,9
CID000000271,CID000003325,1
CID000000271,CID000003333,1
CID000000271,CID000003339,4
CID000000271,CID000003348,23
CID000000271,CID000003350,6
CID000000271,CID000003365,42
CID000000271,CID000003385,21
CID000000271,CID000003386,13
CID000000271,CID000003403,10
CID000000271,CID000003419,3
CID000000271,CID000003454,7
CID000000271,CID000003463,2
CID000000271,CID000003467,6
CID000000271,CID000003488,8
CID000000271,CID000003559,15
CID000000271,CID000003637,16
CID000000271,CID000003639,18
CID000000271,CID000003640,22
CID000000271,CID000003648,42
CID000000271,CID000003658,7
CID000000271,CID000003672,9
CID000000271,CID000003676,8
CID000000271,CID000003690,8
CID000000271,CID000003715,11
CID000000271,CID000003736,6
CID000000271,CID000003746,22
CID000000271,CID000003749,2
CID000000271,CID000003780,8
CID000000271,CID000003784,11
CID000000271,CID000003869,6
CID000000271,CID000003929,16
CID000000271,CID000003954,15
CID000000271,CID000003957,11
CID000000271,CID000003958,1
CID000000271,CID000003961,1
CID000000271,CID000003962,12
CID000000271,CID000004034,14
CID000000271,CID000004091,9
CID000000271,CID000004112,28
CID000000271,CID000004159,11
CID000000271,CID000004170,10
CID000000271,CID000004173,4
CID000000271,CID000004195,28
CID000000271,CID000004201,1
CID000000271,CID000004205,29
CID000000271,CID000004253,2
CID000000271,CID000004259,20
CID000000271,CID000004264,14
CID000000271,CID000004411,4
CID000000271,CID000004510,5
CID000000271,CID000004547,36
CID000000271,CID000004583,5
CID000000271,CID000004585,28
CID000000271,CID000004595,2
CID000000271,CID000004603,28
CID000000271,CID000004616,13
CID000000271,CID000004634,27
CID000000271,CID000004635,3
CID000000271,CID000004674,15
CID000000271,CID000004691,13
CID000000271,CID000004740,13
CID000000271,CID000004829,9
CID000000271,CID000004885,35
CID000000271,CID000004894,3
CID000000271,CID000004917,2
CID000000271,CID000005002,17
CID000000271,CID000005029,5
CID000000271,CID000005035,9
CID000000271,CID000005038,4
CID000000271,CID000005039,1
CID000000271,CID000005040,14
CID000000271,CID000005064,10
CID000000271,CID000005073,20
CID000000271,CID000005090,21
CID000000271,CID000005095,8
CID000000271,CID000005152,4
CID000000271,CID000005203,3
CID000000271,CID000005212,13
CID000000271,CID000005234,34
CID000000271,CID000005245,25
CID000000271,CID000005267,6
CID000000271,CID000005358,3
CID000000271,CID000005372,3
CID000000271,CID000005376,34
CID000000271,CID000005379,11
CID000000271,CID000005391,2
CID000000271,CID000005401,58
CID000000271,CID000005408,23
CID000000271,CID000005426,11
CID000000271,CID000005512,36
CID000000271,CID000005514,8
CID000000271,CID000005523,13
CID000000271,CID000005533,19
CID000000271,CID000005544,12
CID000000271,CID000005647,8
CID000000271,CID000005651,2
CID000000271,CID000005656,18
CID000000271,CID000005732,1
CID000000271,CID000005978,7
CID000000271,CID000008953,1
CID000000271,CID000024486,22
CID000000271,CID000027661,1
CID000000271,CID000041781,2
CID000000271,CID000054688,16
CID000000271,CID000060147,49
CID000000271,CID000060754,25
CID000000271,CID000060831,11
CID000000271,CID000060835,11
CID000000271,CID000062924,5
CID000000271,CID000064147,9
CID000000271,CID000068740,23
CID000000271,CID000071616,2
CID000000271,CID000074989,6
CID000000271,CID000077999,1
CID000000271,CID000093860,33
CID000000271,CID000119607,22
CID000000271,CID000125889,26
CID000000271,CID000130881,16
CID000000271,CID000150311,4
CID000000271,CID000176168,1
CID000000271,CID000197712,4
CID000000271,CID000216326,7
CID000000271,CID000443871,5
CID000000271,CID000444013,14
CID000000271,CID000508230,13
CID000000271,CID003002190,23
CID000000271,CID003468412,7
CID000000271,CID004475485,6
CID000000271,CID005281104,2
CID000000271,CID005311297,20
CID000000271,CID005329102,15
CID000000271,CID005493444,21
CID000000271,CID006398525,10
CID000000298,CID000001117,16
CID000000298,CID000001690,10
CID000000298,CID000002022,12
CID000000298,CID000002088,7
CID000000298,CID000002162,4
CID000000298,CID000002171,24
CID000000298,CID000002244,7
CID000000298,CID000002249,5
CID000000298,CID000002269,72
CID000000298,CID000002308,7
CID000000298,CID000002474,7
CID000000298,CID000002550,18
CID000000298,CID000002656,3
CID000000298,CID000002658,6
CID000000298,CID000002713,3
CID000000298,CID000002764,7
